age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,job_n,marital_n,education_n,default_n,housing_n,loan_n,poutcome_n
28,1.4,93.918,-42.7,4.962,4,0,4,0,1,0,0
31,-1.8,92.893,-46.2,1.299,2,2,1,0,0,0,0
39,1.4,93.444,-36.1,4.966,4,2,4,0,1,1,0
42,-1.8,93.075,-47.1,1.405,3,0,0,0,1,1,0
23,1.4,93.918,-42.7,4.963,1,1,1,0,2,2,0
40,-1.8,92.893,-46.2,1.313,2,0,1,1,0,1,0
33,-1.8,92.893,-46.2,1.266,4,1,4,0,0,0,0
35,1.1,93.994,-36.4,4.858,2,1,6,0,0,0,0
34,1.4,93.918,-42.7,4.963,4,0,1,0,1,0,0
34,1.4,93.444,-36.1,4.963,4,0,4,0,1,0,0
29,-0.1,93.2,-42.0,4.153,4,1,1,0,0,0,0
50,1.4,93.918,-42.7,4.962,3,0,5,1,1,0,0
27,-1.8,92.893,-46.2,1.25,4,1,5,0,0,0,0
53,1.4,93.918,-42.7,4.961,3,0,3,0,1,0,0
54,1.1,93.994,-36.4,4.857,5,0,1,1,0,0,0
29,1.4,93.918,-42.7,4.958,2,0,6,0,1,0,0
32,-1.8,92.893,-46.2,1.354,8,0,2,0,1,0,2
44,-1.8,92.893,-46.2,1.244,1,2,1,0,0,0,0
30,-1.7,94.055,-39.8,0.767,4,1,6,0,1,0,1
42,1.1,93.994,-36.4,4.858,3,2,0,0,0,0,0
39,-1.8,92.893,-46.2,1.291,3,1,2,0,1,0,1
33,1.4,93.918,-42.7,4.96,2,0,6,0,1,0,0
32,1.4,94.465,-41.8,4.958,3,0,3,0,0,0,0
31,-0.1,93.2,-42.0,4.12,4,1,3,1,1,1,1
32,1.4,93.444,-36.1,4.963,2,0,6,0,1,0,0
34,1.4,93.918,-42.7,4.962,3,0,0,0,1,1,0
38,-1.8,92.893,-46.2,1.244,2,0,1,0,2,2,0
60,1.1,93.994,-36.4,4.855,6,0,6,1,0,0,0
32,1.1,93.994,-36.4,4.856,2,2,1,0,0,0,0
33,1.4,93.444,-36.1,4.963,4,1,4,0,0,0,0
38,1.4,93.444,-36.1,4.968,2,0,6,0,0,0,0
33,-1.8,93.075,-47.1,1.405,0,1,1,1,1,1,1
48,-1.8,93.075,-47.1,1.365,10,0,6,0,0,0,2
26,1.4,94.465,-41.8,4.962,3,0,0,0,0,0,0
42,1.4,93.444,-36.1,4.965,2,1,6,0,0,0,0
55,-0.1,93.2,-42.0,4.12,2,2,1,0,0,0,0
35,-1.8,92.893,-46.2,1.264,2,0,6,0,1,0,0
45,1.1,93.994,-36.4,4.857,2,2,6,1,1,0,0
34,1.4,94.465,-41.8,4.967,3,0,2,1,0,0,0
45,1.4,93.444,-36.1,4.965,1,0,2,1,0,0,0
29,1.4,93.444,-36.1,4.965,4,0,6,0,0,0,0
43,1.1,93.994,-36.4,4.856,4,0,3,1,0,1,0
46,-0.1,93.2,-42.0,4.076,3,0,3,1,1,0,0
51,1.1,93.994,-36.4,4.855,3,0,3,0,0,0,0
38,1.4,93.918,-42.7,4.957,10,2,6,0,1,0,0
56,1.4,93.918,-42.7,4.962,8,0,3,1,0,0,0
39,-1.7,94.055,-39.8,0.72,4,0,6,0,1,0,0
46,-1.8,92.893,-46.2,1.244,2,1,6,0,1,0,1
35,1.1,93.994,-36.4,4.857,2,0,6,0,1,0,0
57,-1.8,93.075,-47.1,1.405,5,0,2,1,0,0,1
32,1.4,93.444,-36.1,4.962,2,0,6,0,0,0,0
50,1.4,93.918,-42.7,4.958,10,0,0,1,1,0,0
23,-1.8,93.075,-47.1,1.423,4,1,4,0,0,1,0
32,1.4,94.465,-41.8,4.864,4,0,4,0,1,0,0
37,1.1,93.994,-36.4,4.856,2,0,1,1,0,0,0
49,1.4,93.444,-36.1,4.964,3,2,0,0,0,0,0
39,1.4,93.918,-42.7,4.962,2,0,6,0,0,0,0
47,-0.1,93.2,-42.0,4.153,1,0,1,0,1,0,0
35,-1.8,92.893,-46.2,1.344,3,0,2,1,1,0,2
59,1.1,93.994,-36.4,4.857,6,0,0,1,1,0,0
36,-1.8,92.893,-46.2,1.266,6,0,6,0,1,0,0
58,-1.7,94.215,-40.3,0.81,2,0,1,0,1,1,0
40,-0.1,93.2,-42.0,4.12,10,0,0,0,1,1,0
48,-1.8,92.893,-46.2,1.244,1,0,1,0,1,0,0
40,-3.4,92.649,-30.1,0.714,4,1,6,0,0,0,1
37,1.4,93.444,-36.1,4.965,4,1,4,1,1,0,0
25,1.4,93.918,-42.7,4.957,1,0,1,1,0,0,0
41,1.4,94.465,-41.8,4.865,4,0,4,1,1,0,0
33,-1.8,93.075,-47.1,1.405,3,0,1,0,0,0,0
31,1.4,93.918,-42.7,4.962,2,1,1,0,0,0,0
33,1.4,93.444,-36.1,4.962,2,2,6,0,0,0,0
46,1.1,93.994,-36.4,4.857,1,0,1,1,1,0,0
40,-1.8,93.075,-47.1,1.453,5,1,0,0,1,1,0
50,1.4,94.465,-41.8,4.967,8,0,6,0,0,0,0
30,-2.9,92.963,-40.8,1.26,2,0,3,0,1,0,1
37,-1.8,92.893,-46.2,1.244,2,2,6,1,1,0,0
49,1.4,94.465,-41.8,4.865,6,0,6,0,0,0,0
39,1.1,93.994,-36.4,4.857,6,1,6,0,1,0,0
57,1.4,94.465,-41.8,4.959,5,0,6,0,1,0,0
36,1.4,93.918,-42.7,4.962,2,2,1,0,1,1,0
33,-0.1,93.2,-42.0,4.12,2,1,1,0,1,0,0
44,-1.8,93.075,-47.1,1.365,2,0,6,0,0,0,0
34,-0.1,93.2,-42.0,4.021,4,0,4,0,1,0,0
37,1.4,93.444,-36.1,4.966,2,2,6,0,0,0,0
59,1.4,93.918,-42.7,4.963,5,0,6,1,0,0,0
28,-1.8,92.893,-46.2,1.313,3,0,3,1,0,0,1
47,1.4,94.465,-41.8,4.865,8,0,4,0,1,0,0
40,-0.1,93.2,-42.0,4.191,4,1,3,1,1,1,0
36,1.4,93.918,-42.7,4.961,2,1,5,0,0,0,0
45,1.1,93.994,-36.4,4.855,2,0,6,0,0,0,0
41,-0.1,93.2,-42.0,4.12,2,0,3,0,1,0,0
50,1.1,93.994,-36.4,4.858,3,2,3,1,0,0,0
53,-1.8,92.893,-46.2,1.25,1,0,6,0,0,1,0
36,1.4,93.918,-42.7,4.962,6,1,6,0,0,0,0
37,1.4,93.918,-42.7,4.955,4,0,4,0,1,0,0
34,1.4,94.465,-41.8,4.961,2,0,3,0,0,0,0
37,1.1,93.994,-36.4,4.857,3,0,2,0,1,1,0
35,-1.7,94.215,-40.3,0.889,2,0,6,0,0,0,2
38,-1.8,92.893,-46.2,1.291,2,2,6,0,0,0,0
30,-1.8,92.893,-46.2,1.299,3,0,3,0,1,0,0
29,1.4,93.918,-42.7,4.961,3,1,3,1,1,0,0
51,1.4,94.465,-41.8,4.959,10,0,4,0,0,0,0
31,-0.1,93.2,-42.0,4.021,4,0,4,0,0,1,0
34,1.4,94.465,-41.8,4.864,2,0,6,0,1,0,0
27,1.4,93.918,-42.7,4.962,7,0,2,1,0,1,0
21,1.4,93.918,-42.7,4.963,3,0,3,0,1,0,0
38,-2.9,92.963,-40.8,1.099,2,1,6,0,1,0,0
60,-3.4,92.649,-30.1,0.714,7,0,0,0,0,0,2
36,-0.1,93.2,-42.0,4.153,0,2,0,0,0,0,0
44,-1.8,92.893,-46.2,1.327,4,2,4,0,0,0,1
35,1.1,93.994,-36.4,4.859,9,0,3,0,0,0,0
35,-0.1,93.2,-42.0,4.191,8,0,6,0,0,0,0
31,-1.8,92.893,-46.2,1.291,1,1,1,0,1,0,0
41,-1.8,93.075,-47.1,1.466,7,0,3,0,1,0,0
46,1.4,94.465,-41.8,4.961,1,0,1,0,0,1,0
30,1.4,93.444,-36.1,4.963,4,0,1,0,0,0,0
53,-2.9,92.963,-40.8,1.26,3,2,2,0,1,0,0
35,-1.8,92.893,-46.2,1.25,2,0,1,1,1,0,1
37,1.4,93.918,-42.7,4.962,3,1,4,0,0,0,0
41,1.1,93.994,-36.4,4.857,2,1,1,0,0,0,0
46,1.4,94.465,-41.8,4.959,6,0,2,1,0,1,0
24,-1.8,92.893,-46.2,1.281,4,0,4,0,0,1,0
55,1.4,93.918,-42.7,4.961,10,2,6,0,0,0,0
46,-1.8,93.075,-47.1,1.423,3,2,3,0,0,0,0
38,-0.1,93.2,-42.0,4.021,2,2,3,0,0,0,0
52,-0.1,93.2,-42.0,4.153,6,0,6,0,2,2,0
38,1.4,93.444,-36.1,4.968,1,1,1,0,1,0,0
36,1.1,93.994,-36.4,4.859,3,0,3,0,1,1,0
32,-2.9,92.201,-31.4,0.869,3,0,3,0,1,1,0
34,1.1,93.994,-36.4,4.857,3,1,3,1,1,0,0
33,-1.8,92.893,-46.2,1.25,4,2,1,0,2,2,0
54,1.4,93.918,-42.7,4.962,3,0,3,1,1,0,0
50,1.4,94.465,-41.8,4.961,1,1,0,0,1,0,0
36,-0.1,93.2,-42.0,4.076,3,1,2,0,0,0,1
47,-1.8,92.893,-46.2,1.344,6,0,6,0,1,0,1
32,-0.1,93.2,-42.0,4.021,2,0,6,0,1,0,0
35,1.4,94.465,-41.8,4.961,10,0,2,0,1,0,0
48,1.4,93.444,-36.1,4.963,4,0,4,2,1,0,0
20,-3.4,92.649,-30.1,0.715,11,1,1,0,0,0,1
32,1.1,93.994,-36.4,4.858,3,2,3,0,0,0,0
32,-2.9,92.963,-40.8,1.268,2,1,6,0,1,0,0
35,-1.8,92.893,-46.2,1.313,3,0,3,0,0,0,2
32,1.1,93.994,-36.4,4.857,1,0,1,0,0,0,0
30,-1.8,92.893,-46.2,1.334,3,0,3,0,0,0,0
35,1.4,93.918,-42.7,4.963,2,0,1,1,0,0,0
36,1.4,93.918,-42.7,4.96,4,0,0,0,0,0,0
40,1.1,93.994,-36.4,4.857,6,0,1,0,1,1,0
36,1.4,93.444,-36.1,4.964,4,0,6,0,0,1,0
32,-2.9,92.963,-40.8,1.224,4,0,1,0,1,0,1
27,-1.8,93.075,-47.1,1.405,7,1,3,0,0,0,1
66,-3.4,92.649,-30.1,0.714,5,0,0,0,1,0,2
43,1.1,93.994,-36.4,4.858,4,1,4,0,1,0,0
56,-1.1,94.601,-49.5,1.0,4,2,4,0,0,0,2
66,-1.8,93.369,-34.8,0.655,5,0,4,0,0,0,0
28,-1.8,92.843,-50.0,1.799,11,1,3,0,1,0,0
48,1.4,93.444,-36.1,4.963,1,0,2,1,1,0,0
49,-2.9,92.201,-31.4,0.834,10,1,6,0,1,0,2
29,1.1,93.994,-36.4,4.857,8,0,2,1,1,0,0
34,-0.1,93.2,-42.0,4.12,4,0,4,0,1,0,0
46,1.4,93.918,-42.7,4.962,3,1,2,1,1,1,0
31,1.4,93.918,-42.7,4.962,3,0,3,0,0,0,0
41,1.4,93.444,-36.1,4.968,2,1,6,1,1,0,0
56,-0.1,93.2,-42.0,4.12,6,0,6,0,0,0,0
35,1.4,93.918,-42.7,4.96,4,0,4,0,0,0,0
50,1.1,93.994,-36.4,4.858,7,0,1,0,0,1,0
58,1.4,93.918,-42.7,4.962,4,0,0,1,0,1,0
53,1.4,94.465,-41.8,4.865,6,2,6,0,0,0,0
56,1.1,93.994,-36.4,4.86,5,2,0,1,1,0,0
33,-0.1,93.2,-42.0,4.021,4,1,6,0,0,0,0
46,-1.8,92.893,-46.2,1.259,9,1,5,0,1,1,0
25,1.4,93.918,-42.7,4.96,2,2,4,0,0,0,0
24,1.4,93.918,-42.7,4.958,4,1,2,0,0,0,0
34,-2.9,92.201,-31.4,0.884,4,1,4,0,1,0,0
27,1.4,93.918,-42.7,4.958,11,1,6,0,1,0,0
30,1.4,93.444,-36.1,4.964,2,1,6,0,0,0,0
38,1.1,93.994,-36.4,4.857,2,1,6,0,1,0,0
43,-2.9,92.201,-31.4,0.838,1,0,1,0,0,1,2
40,-1.8,93.075,-47.1,1.405,3,0,3,1,0,0,0
38,1.1,93.994,-36.4,4.857,3,1,0,0,0,0,0
33,-1.8,93.369,-34.8,0.649,2,0,6,0,0,0,1
53,1.4,93.444,-36.1,4.97,1,0,3,1,0,0,0
44,1.4,93.444,-36.1,4.968,4,2,6,1,0,0,0
50,-1.8,93.075,-47.1,1.405,4,2,3,0,1,0,1
41,-1.8,92.893,-46.2,1.344,3,0,3,0,1,0,1
32,1.4,94.465,-41.8,4.96,2,2,6,0,0,0,0
31,1.4,94.465,-41.8,4.961,2,1,6,0,0,0,0
42,-1.8,93.075,-47.1,1.41,3,0,0,0,1,1,0
43,-1.8,92.893,-46.2,1.334,6,0,6,0,1,0,1
39,-1.8,93.075,-47.1,1.405,3,0,3,0,0,0,0
39,1.1,93.994,-36.4,4.857,10,0,6,0,1,0,0
54,1.4,93.444,-36.1,4.965,4,0,6,0,1,0,0
27,1.4,94.465,-41.8,4.962,6,1,1,0,2,2,0
39,1.4,93.918,-42.7,4.962,2,1,1,0,0,0,0
37,1.1,93.994,-36.4,4.856,4,0,4,0,1,0,0
46,1.4,94.465,-41.8,4.864,3,0,3,0,0,0,0
30,1.4,93.444,-36.1,4.963,4,0,1,0,1,1,0
36,-3.4,92.379,-29.8,0.773,2,1,6,0,1,0,1
40,1.1,93.994,-36.4,4.86,3,0,2,1,0,0,0
37,1.4,93.918,-42.7,4.957,1,2,3,0,0,0,0
22,-2.9,92.201,-31.4,0.861,11,1,3,0,0,0,0
36,-3.4,92.379,-29.8,0.766,2,0,1,0,0,0,0
39,1.4,94.465,-41.8,4.959,0,0,6,0,0,0,0
56,1.4,94.465,-41.8,4.962,4,1,6,0,1,0,0
32,1.4,93.918,-42.7,4.96,1,0,1,1,0,0,0
35,-1.8,92.893,-46.2,1.27,2,0,6,0,0,0,0
34,-1.8,92.893,-46.2,1.291,2,0,1,0,1,0,0
45,-2.9,92.963,-40.8,1.266,7,0,3,0,0,0,0
39,-0.1,93.2,-42.0,4.191,3,0,4,0,0,0,0
30,-0.1,93.2,-42.0,4.076,2,2,1,0,0,0,0
28,-2.9,92.963,-40.8,1.26,2,0,6,0,1,0,1
34,-1.1,94.199,-37.5,0.882,1,2,1,0,1,0,1
46,1.1,93.994,-36.4,4.857,3,0,2,1,1,0,0
54,1.1,93.994,-36.4,4.857,6,0,2,1,1,1,0
30,1.1,93.994,-36.4,4.857,4,1,4,0,0,0,0
31,-1.8,92.893,-46.2,1.281,3,1,3,1,1,0,0
25,1.4,94.465,-41.8,4.864,3,0,3,1,1,0,0
53,-0.1,93.2,-42.0,4.191,10,2,6,0,0,0,0
39,1.4,93.444,-36.1,4.966,6,0,6,0,0,0,0
45,1.4,93.918,-42.7,4.962,3,2,3,0,0,1,0
36,1.1,93.994,-36.4,4.855,7,1,0,1,0,0,0
37,-1.8,92.893,-46.2,1.334,3,0,3,0,0,0,0
57,1.4,93.444,-36.1,4.964,4,0,4,1,1,0,0
36,1.1,93.994,-36.4,4.857,1,1,2,1,1,0,0
27,1.4,93.918,-42.7,4.962,3,1,3,0,1,1,0
50,1.4,93.918,-42.7,4.96,10,0,3,1,0,0,0
37,1.1,93.994,-36.4,4.859,3,0,3,0,0,0,0
36,1.1,93.994,-36.4,4.857,3,0,3,1,0,0,0
35,-1.8,92.893,-46.2,1.281,2,1,1,0,1,0,1
31,1.1,93.994,-36.4,4.856,3,0,3,0,0,0,0
29,-1.8,92.893,-46.2,1.281,2,0,6,0,0,0,0
42,1.4,93.918,-42.7,4.96,3,2,3,0,0,0,0
39,1.1,93.994,-36.4,4.86,2,1,6,0,0,1,0
42,1.1,93.994,-36.4,4.864,1,0,1,0,0,0,0
51,1.1,93.994,-36.4,4.859,8,0,0,1,0,1,0
30,1.1,93.994,-36.4,4.859,10,0,1,0,1,0,0
56,1.4,93.918,-42.7,4.962,1,2,1,1,1,0,0
43,-1.8,92.893,-46.2,1.327,1,0,1,0,0,0,1
29,1.4,93.918,-42.7,4.962,3,0,3,0,0,0,0
27,-1.8,92.893,-46.2,1.266,4,1,1,0,0,0,1
34,1.4,93.444,-36.1,4.964,4,1,6,0,1,0,0
37,1.4,93.918,-42.7,4.96,3,0,3,1,0,0,0
61,-1.8,92.893,-46.2,1.27,3,0,0,0,0,1,0
47,1.1,93.994,-36.4,4.86,3,0,5,1,0,0,0
30,-0.1,93.2,-42.0,4.153,6,1,1,0,0,1,0
42,1.4,93.444,-36.1,4.966,2,1,6,0,0,0,0
40,-1.8,93.075,-47.1,1.405,0,0,2,1,2,2,0
32,1.4,94.465,-41.8,4.865,3,0,4,0,1,0,0
44,-1.8,92.893,-46.2,1.281,4,1,1,1,0,0,0
34,1.4,93.918,-42.7,4.96,1,0,3,1,1,0,0
30,1.4,93.444,-36.1,4.962,4,1,4,0,1,0,0
72,-2.9,92.201,-31.4,0.873,5,2,0,0,1,1,1
29,-1.8,93.075,-47.1,1.405,4,1,6,0,0,0,0
31,1.4,93.918,-42.7,4.958,3,2,3,0,0,0,0
32,1.4,93.918,-42.7,4.957,3,1,2,0,1,0,0
58,1.4,93.918,-42.7,4.961,5,0,0,0,0,0,0
30,-3.4,92.649,-30.1,0.715,2,1,6,0,0,0,1
30,1.4,93.444,-36.1,4.963,4,1,4,0,1,0,0
43,1.4,93.918,-42.7,4.959,4,0,6,0,1,0,0
46,1.4,94.465,-41.8,4.959,2,0,3,1,1,0,0
35,-0.1,93.2,-42.0,4.12,2,0,6,0,1,0,0
34,-3.4,92.649,-30.1,0.716,4,0,3,0,1,0,1
40,-0.1,93.2,-42.0,4.021,6,0,6,0,0,0,1
53,-1.8,92.893,-46.2,1.25,2,2,3,0,0,1,0
53,-1.8,93.075,-47.1,1.405,6,2,6,1,0,0,1
55,1.4,93.918,-42.7,4.961,10,2,5,0,0,0,0
60,1.4,94.465,-41.8,4.864,2,0,1,0,0,1,0
36,1.4,94.465,-41.8,4.961,3,1,3,0,0,1,0
46,1.4,93.918,-42.7,4.962,3,0,1,1,1,0,0
38,-1.8,93.075,-47.1,1.41,2,0,1,0,1,0,1
40,1.1,93.994,-36.4,4.857,2,2,6,0,1,0,0
38,1.4,93.444,-36.1,4.963,4,1,4,0,1,0,0
53,1.4,93.444,-36.1,4.964,2,0,6,0,0,0,0
45,1.4,93.444,-36.1,4.965,2,0,6,0,1,0,0
39,1.1,93.994,-36.4,4.857,3,0,3,0,1,0,0
42,1.4,93.444,-36.1,4.966,4,0,6,0,0,1,0
45,1.4,94.465,-41.8,4.961,2,0,1,0,1,0,0
42,1.1,93.994,-36.4,4.855,1,0,4,0,1,0,0
40,-1.8,93.075,-47.1,1.365,3,0,3,0,0,0,0
18,-1.8,93.876,-40.0,0.677,11,1,5,0,1,0,2
31,1.4,93.918,-42.7,4.963,3,0,2,0,1,0,0
33,-1.8,93.075,-47.1,1.405,2,1,6,0,0,0,0
36,1.4,93.918,-42.7,4.961,2,1,5,0,0,0,0
53,-2.9,92.963,-40.8,1.235,2,0,6,0,0,1,0
28,-1.8,92.893,-46.2,1.244,2,1,6,0,0,0,0
41,-1.8,92.893,-46.2,1.334,3,0,0,1,0,1,1
34,-1.8,93.075,-47.1,1.405,3,0,3,0,1,0,1
39,1.1,93.994,-36.4,4.857,4,0,4,0,0,0,0
36,-1.8,92.893,-46.2,1.327,2,1,1,0,0,0,1
36,1.4,93.918,-42.7,4.963,3,0,1,0,1,0,0
42,1.4,93.444,-36.1,4.963,4,0,6,0,1,0,0
36,1.1,93.994,-36.4,4.855,3,0,3,0,0,0,0
60,-3.4,92.379,-29.8,0.755,8,2,6,0,0,0,2
53,-1.8,92.893,-46.2,1.25,1,0,6,0,0,0,0
35,1.1,93.994,-36.4,4.856,2,1,6,0,0,0,0
34,1.1,93.994,-36.4,4.857,1,1,3,1,1,1,0
31,1.4,94.465,-41.8,4.866,4,0,6,0,0,0,0
33,1.4,93.918,-42.7,4.962,1,0,1,0,1,0,0
24,-1.8,92.893,-46.2,1.281,0,0,3,0,1,0,0
35,-1.8,93.075,-47.1,1.405,3,0,4,0,1,1,0
36,1.4,93.444,-36.1,4.968,2,0,1,1,1,1,0
26,1.4,93.918,-42.7,4.962,3,0,3,1,0,0,0
29,-0.1,93.2,-42.0,4.076,2,1,1,0,1,0,1
30,1.4,93.918,-42.7,4.962,4,1,4,0,1,0,0
43,1.1,93.994,-36.4,4.859,4,2,3,0,0,1,0
64,-1.7,94.027,-38.3,0.905,5,0,0,0,2,2,0
30,-1.8,92.893,-46.2,1.299,2,1,6,0,1,0,0
39,1.1,93.994,-36.4,4.859,3,0,2,0,0,0,0
52,1.4,93.444,-36.1,4.967,3,0,0,1,1,1,0
43,-1.8,93.075,-47.1,1.405,2,1,1,0,0,0,0
44,-1.7,94.027,-38.3,0.886,2,1,1,0,1,0,0
57,1.4,93.444,-36.1,4.964,0,0,0,0,0,0,0
50,-0.1,93.2,-42.0,4.12,10,0,0,1,1,0,0
29,1.4,93.918,-42.7,4.963,4,1,6,0,0,0,0
35,-1.8,92.893,-46.2,1.281,8,1,1,0,1,0,1
34,1.4,93.918,-42.7,4.957,3,0,0,1,0,0,0
38,1.1,93.994,-36.4,4.857,10,2,6,1,1,0,0
31,1.4,94.465,-41.8,4.864,2,1,6,0,1,0,0
54,-1.8,92.893,-46.2,1.344,3,0,1,1,1,0,0
39,1.4,94.465,-41.8,4.947,2,1,1,0,0,1,0
26,-2.9,92.963,-40.8,1.262,2,1,6,0,2,2,2
27,-1.1,94.601,-49.5,0.982,2,1,6,0,1,1,2
34,-1.8,92.893,-46.2,1.313,3,0,6,0,1,0,1
26,-1.8,92.843,-50.0,1.65,6,1,6,0,1,0,0
28,-2.9,92.963,-40.8,1.266,2,1,6,0,1,0,0
59,-1.8,93.075,-47.1,1.41,3,0,3,0,0,0,1
31,1.4,93.918,-42.7,4.968,1,1,1,0,1,0,0
34,-1.8,92.893,-46.2,1.244,2,1,6,0,1,0,0
68,-1.7,94.215,-40.3,0.889,5,0,6,0,0,0,2
25,1.1,93.994,-36.4,4.857,8,0,6,0,1,0,0
53,1.4,93.444,-36.1,4.965,6,0,6,0,1,0,0
40,1.4,93.444,-36.1,4.965,4,0,4,0,0,0,0
40,1.4,94.465,-41.8,4.864,2,1,6,1,1,0,0
33,1.1,93.994,-36.4,4.856,3,1,3,1,2,2,0
29,-1.8,92.893,-46.2,1.25,1,1,3,0,1,0,1
39,1.4,93.918,-42.7,4.963,3,0,2,0,0,0,0
49,-1.8,92.893,-46.2,1.344,10,0,1,0,1,1,1
29,-1.8,92.843,-50.0,1.65,4,0,4,0,0,0,0
26,-2.9,92.201,-31.4,0.879,11,1,3,0,0,0,0
60,1.4,93.918,-42.7,4.961,5,2,1,1,1,1,0
42,-2.9,92.963,-40.8,1.26,2,1,6,0,2,2,0
41,-0.1,93.2,-42.0,4.153,3,0,4,1,1,0,0
30,-0.1,93.2,-42.0,4.7,3,0,3,0,0,0,0
41,1.1,93.994,-36.4,4.859,8,1,6,0,1,0,0
78,-3.4,92.431,-26.9,0.72,5,2,2,0,0,0,1
37,1.1,93.994,-36.4,4.86,1,0,1,0,0,0,0
49,-1.8,92.893,-46.2,1.259,2,0,6,0,0,0,0
32,1.4,93.444,-36.1,4.965,2,0,6,0,1,0,0
39,-1.7,94.055,-39.8,0.742,2,0,6,0,1,0,1
42,1.1,93.994,-36.4,4.855,3,0,3,1,0,0,0
27,-1.8,92.893,-46.2,1.266,2,0,4,0,1,1,1
36,1.4,93.918,-42.7,4.968,2,1,6,0,1,1,0
39,1.4,93.918,-42.7,4.962,2,1,6,0,1,0,0
49,1.4,93.918,-42.7,4.962,2,2,1,0,1,0,0
32,-1.8,92.893,-46.2,1.334,1,1,3,0,0,1,0
27,-1.8,92.893,-46.2,1.281,3,0,6,0,0,1,0
50,-1.1,94.199,-37.5,0.878,6,0,6,0,0,0,1
36,-1.8,92.893,-46.2,1.344,10,0,1,0,1,0,1
45,-1.8,92.893,-46.2,1.25,3,1,1,0,1,0,0
26,1.4,93.918,-42.7,4.961,3,0,0,1,0,0,0
25,1.4,93.918,-42.7,4.962,1,0,1,0,0,0,0
34,-2.9,92.963,-40.8,1.26,2,0,1,0,0,0,0
54,1.1,93.994,-36.4,4.857,0,2,5,0,0,0,0
42,-1.8,92.893,-46.2,1.354,2,0,6,0,1,0,0
44,1.4,93.918,-42.7,4.963,2,1,6,0,1,0,0
40,1.4,94.465,-41.8,4.864,2,0,1,0,0,0,0
62,-3.4,92.649,-30.1,0.714,0,0,0,0,1,0,0
40,1.1,93.994,-36.4,4.857,3,0,1,0,1,0,0
32,-0.1,93.2,-42.0,4.191,3,1,6,0,0,0,0
46,-1.8,93.075,-47.1,1.435,4,1,3,0,1,0,0
43,1.1,93.994,-36.4,4.857,10,0,3,1,0,0,0
49,1.1,93.994,-36.4,4.857,4,0,3,0,1,0,0
56,1.1,93.994,-36.4,4.86,6,2,6,0,1,0,0
35,-2.9,92.963,-40.8,1.26,10,2,6,0,1,0,1
60,1.4,93.918,-42.7,4.962,3,0,0,1,0,0,0
39,1.1,93.994,-36.4,4.859,6,0,6,0,0,0,0
42,1.4,94.465,-41.8,4.961,4,0,2,0,0,0,0
37,1.4,93.444,-36.1,4.968,4,0,1,1,0,0,0
34,-3.0,92.713,-33.0,0.707,2,0,6,0,1,0,0
57,1.4,94.465,-41.8,4.96,6,0,6,1,0,0,0
29,1.4,93.918,-42.7,4.963,2,0,6,1,1,0,0
38,-2.9,92.469,-33.6,1.044,4,1,6,0,1,0,0
32,1.1,93.994,-36.4,4.858,2,0,6,1,2,2,0
38,-1.8,92.893,-46.2,1.291,10,0,5,1,1,0,0
33,1.4,93.444,-36.1,4.967,4,1,4,0,0,0,0
28,1.1,93.994,-36.4,4.859,10,0,0,1,0,0,0
30,1.4,93.444,-36.1,4.963,4,0,4,0,1,0,0
47,-0.1,93.2,-42.0,4.191,2,2,6,1,0,0,0
35,-1.8,92.893,-46.2,1.313,1,1,1,0,1,1,0
41,1.4,93.918,-42.7,4.966,2,0,1,0,0,0,0
39,1.4,94.465,-41.8,4.961,7,0,6,0,0,0,0
43,1.1,93.994,-36.4,4.857,3,1,5,1,0,0,0
55,1.4,93.444,-36.1,4.97,3,0,0,0,1,0,0
30,1.4,93.444,-36.1,4.965,4,2,6,0,0,0,0
43,-1.8,93.075,-47.1,1.405,3,0,3,0,0,1,1
50,1.4,93.918,-42.7,4.962,10,0,5,1,1,0,0
39,1.4,94.465,-41.8,4.865,1,1,1,1,1,1,0
57,1.4,93.444,-36.1,4.965,2,1,6,1,1,0,0
36,1.1,93.994,-36.4,4.856,1,0,1,0,2,2,0
32,-0.1,93.2,-42.0,4.021,8,0,6,0,1,0,0
55,1.4,93.918,-42.7,4.961,1,2,1,1,0,0,0
59,-1.8,92.893,-46.2,1.25,5,2,0,0,0,0,0
30,1.4,93.444,-36.1,4.962,6,0,6,0,0,1,0
60,1.4,94.465,-41.8,4.865,6,0,6,1,0,0,0
35,-0.1,93.2,-42.0,4.191,3,0,1,1,1,0,1
24,-1.8,92.893,-46.2,1.266,2,0,1,0,1,0,1
36,1.4,93.444,-36.1,4.964,4,0,1,1,1,0,0
35,-1.8,92.893,-46.2,1.244,4,2,6,0,0,0,0
43,1.4,93.918,-42.7,4.962,7,2,3,0,0,0,0
25,-1.1,94.767,-50.8,1.04,4,1,4,0,1,0,2
41,1.1,93.994,-36.4,4.864,8,0,1,0,1,0,0
34,1.1,93.994,-36.4,4.857,3,0,3,0,0,0,0
38,1.4,93.918,-42.7,4.963,3,0,2,0,1,0,0
37,-1.8,93.075,-47.1,1.405,3,0,0,0,0,1,0
58,1.1,93.994,-36.4,4.857,5,0,2,1,0,0,0
29,1.4,93.918,-42.7,4.957,1,1,6,0,1,0,0
63,-2.9,92.201,-31.4,0.838,0,0,0,0,0,0,1
